-152;283;587
850;-198;648
-124;88;883
-473;-607;1027
103;-251;1058
117;467;903
150;95;972
304;-565;979
-430;-42;1092
-260;205;913
591;-232;530
205;152;660
-698;-235;692
-18;-285;532
272;358;315
55;113;152
420;-591;265
-336;27;317
-25;-51;107
791;-242;-222
154;196;-6
-428;-268;-20
54;-221;-50
-35;453;-324
-44;119;-532
283;-391;-375
-655;84;-436
-172;-110;-555
643;-317;-888
-55;108;-827
-348;-423;-595
-73;-474;-690
-66;377;-1082
175;109;-958
179;-854;-834
-576;-147;-789
-471;429;-806
157;-321;-1057
442;-476;-876
-331;62;-444
-727;411;-820
510;-329;-867
744;-540;-413
-525;-97;-379
-350;385;-665
617;-370;-377
-276;-347;-116
-422;-64;-204
375;44;-16
-79;-1;-363
-203;-19;214
-33;-397;374
-199;18;-123
489;320;-75
186;-247;474
-544;-426;246
693;398;245
364;556;-159
167;-695;360
-125;-234;200
-267;1100;-168
217;294;-118
340;-757;311
-400;-172;150
-727;873;-175
294;-80;-3
377;-817;224
-403;80;-102
-251;894;-79
324;-113;-68
306;-655;-81
17;180;-116
-495;784;-191
101;-373;-218
284;-845;-36
-285;73;-110
-743;678;-464
645;-348;-256
222;-1124;81
-809;18;-229
-187;1288;-741
845;-14;-84
-251;-1195;262
-942;10;-295
314;1419;-658
494;-100;18
-622;-1237;193
-612;84;-263
443;1307;-668
314;-271;-253
-378;-951;104
-283;359;-182
414;1184;-606
270;-172;-274
-410;-533;200
-216;333;16
262;636;-447
68;-52;-172
-352;-498;374
-425;354;74
335;405;-436
422;-504;153
-314;-424;391
-588;1146;13
446;547;-209
478;-1154;242
-343;-710;357
-497;1358;-155
457;380;-69
173;-989;305
-734;-150;176
-150;598;-360
579;-236;-210
-10;-230;92
-833;1201;-92
-211;213;-474
166;-1493;-128
-174;-386;-354
238;1617;-604
354;111;15
-877;-1134;31
-1023;783;-704
918;709;-781
652;-1387;367
-833;-386;-71
-676;2533;-999
743;163;-291
103;-2275;570
-978;495;-427
619;1888;-840
600;-1760;391
-776;-1986;996
-528;2861;-630
1317;1373;122
-60;-3080;1533
-1425;-778;519
12;2289;-898
657;-731;549
197;-1406;1154
45;2132;-529
237;1617;-376
-469;-1843;821
-462;-1449;99
449;1947;-1258
852;568;35
165;-1851;1009
-526;-57;-567
174;1201;-1185
-168;-1017;214
-80;-1195;441
-102;1843;-1090
741;899;-510
-372;-1897;518
-849;-1136;40
27;1904;-1164
587;98;-58
344;-1782;1267
-485;1321;-307
197;1468;-628
-861;-2158;873
-1094;-1721;764
323;1589;-1244
1238;-46;66
535;-1628;1268
-317;1874;-168
-134;1627;-491
-1118;-1807;804
-1490;-351;291
42;1471;-996
974;-1141;381
318;-1635;695
1103;1469;-888
918;567;85
-592;-1443;489
-889;1555;-569
-375;1824;-1070
-252;-1804;435
-1261;-114;-290
1080;1768;-1338
1155;-1319;326
-514;-1808;578
984;1517;-1136
925;184;-48
-492;-1987;920
-905;1662;-425
239;1885;-1010
471;-1746;847
-1305;339;99
255;2041;-1095
728;-1116;668
-707;-1278;552
498;1155;-946
-93;-815;503
-971;-2267;840
-19;1430;-983
498;339;-306
-328;-2017;1126
-160;1801;-550
1574;1251;-534
148;-1670;1017
-1043;1273;188
1089;1935;-940
-120;-1942;627
-2235;-527;427
-285;2105;-1179
46;-1593;56
-1779;-1659;506
453;1503;-1321
1377;-1258;-28
-679;-1768;491
1116;1287;-1218
1836;-251;-329
-519;-2083;456
-523;1596;-1196
1093;607;-923
-124;-2148;473
740;1625;-1075
2202;720;-637
-388;-1687;1094
-496;1828;-836
726;184;-918
-1713;-1836;562
-80;1304;-941
-608;-1408;73
-2600;970;34
1310;1929;-825
1077;-2248;755
-1661;1637;-471
1874;1472;-240
-98;-2447;1022
-614;1910;-848
1457;712;24
-2030;-2283;1211
-765;1568;-1084
1325;153;401
-1884;-631;252
840;1425;-536
1234;-924;823
-1221;586;-197
1099;914;-195
278;-1131;1091
-257;1138;-344
311;247;-291
-1220;-1205;1355
-549;562;-632
571;-528;157
-1048;-43;669
504;785;-972
1298;-1065;511
-1338;568;-60
526;978;-817
954;-1386;792
-818;628;-413
599;1234;-402
432;-1321;1092
-723;574;-794
327;1265;-564
-950;-1111;937
-1305;430;-1007
821;719;-328
-999;-1286;1039
-75;265;-805
1314;-142;-41
-1090;-385;446
266;666;-546
485;-743;773
-1381;329;302
729;491;-552
429;-1153;816
-909;1123;-654
907;-136;-63
-415;-1024;1166
213;877;-470
1342;-832;28
-683;-648;431
955;1378;-841
586;-1559;670
-726;147;446
1400;1267;-815
454;-1645;539
-732;1005;-557
1415;1398;-534
-191;-2376;955
-538;959;-544
2253;585;-923
-100;-2388;242
19;822;-862
1286;-166;-8
-1316;-1944;733
367;964;-1291
1685;-561;-64
-1844;-187;48
-169;1402;-434
690;-1209;819
-1114;337;-820
1282;848;-588
-23;-810;804
-821;481;-386
923;-622;462
-563;-639;100
91;1070;-1144
319;-824;1057
-1406;-363;628
592;839;-572
374;-826;594
-606;515;-278
457;1084;-42
-487;-1585;1395
-162;426;-570
1532;1345;-940
-805;-1566;924
-491;751;162
984;656;-240
-137;-1934;317
61;1502;-877
814;951;-288
-1036;-2524;1436
381;1030;-537
2513;1088;-977
-801;-2235;1080
-305;1113;403
1795;110;-107
27;-2425;496
735;1664;-733
1414;678;-38
-512;-2354;1488
635;1029;-540
2305;-110;-924
-929;-1732;792
161;558;-330
1979;-1136;-709
61;-1751;-78
529;862;-1311
1133;-732;181
-400;-2050;885
920;658;-1992
2044;-291;-744
-2200;528;516
135;1388;-1196
720;-507;302
-95;1705;-1415
1082;-647;46
-893;476;289
640;-244;-62
-631;-324;-244
1165;2120;-1532
-279;-1130;1254
-1850;-393;-423
357;-581;473
-268;1995;-1376
415;-1093;336
-2045;391;477
739;-1045;92
-59;1143;-175
1481;-910;-316
-882;1150;356
895;-1980;719
-1144;1092;175
2682;-356;-922
-1283;618;513
615;-1978;757
-1402;633;-117
-382;-681;406
581;496;-709
-1860;-214;1013
384;-31;305
-639;259;32
1487;822;-1136
-1824;72;1023
1364;-386;14
-1666;1064;411
2531;-424;-959
-2015;1140;179
1278;-332;-58
-2131;174;995
2798;-1543;-647
-911;1808;-324
1439;-1471;61
-1998;988;631
1876;-978;-38
-656;665;-334
1558;-1022;-242
-1936;1601;589
754;-2010;816
-201;-31;-621
1607;-389;-364
-1370;563;480
525;-1488;584
-530;548;110
2021;-1738;-394
-947;886;-610
862;-1231;568
-882;453;8
1502;-1763;-475
-329;1128;-405
10;-619;300
-814;-15;253
335;-1519;-138
-338;840;-613
1811;-646;-593
-1635;452;1082
1570;-952;-503
-868;-372;244
1831;1085;-1022
-1724;-682;1012
419;404;-340
368;-1376;138
-248;1215;-539
1043;-291;-828
-1575;-161;1397
510;422;-645
1117;-856;107
243;452;-820
-400;-417;-426
-368;-965;1558
348;461;-1497
1181;-524;75
-1009;353;-503
-14;497;182
413;-735;-20
383;804;-904
1402;49;-549
-1259;-1165;1418
209;253;-650
1394;-534;-836
-123;-802;526
-659;1033;-956
464;-761;1009
-208;-1953;-121
651;1831;-1318
1430;318;335
-1346;-2051;1439
324;560;-918
2339;1249;-1151
-339;-1778;1408
-737;774;-168
1237;2076;-54
994;-1795;786
-2056;614;-841
631;2354;233
602;-2375;1054
-621;-2259;8
1181;2279;-1564
-115;652;336
-933;-2468;1649
784;1929;-1968
1622;1525;-268
-770;-2036;1521
-1360;1037;405
1358;1649;-828
634;-1968;-597
-1818;-800;478
-327;2356;-817
243;-1140;-65
-1250;-585;-484
653;2814;-1961
-251;-951;1662
-1461;-818;-391
1635;236;-1245
-718;976;-267
-224;-736;-17
-1107;729;844
2168;233;-1310
-1508;-140;199
115;893;-454
-1527;593;1121
457;-316;-755
-1125;247;212
1053;1448;-1238
-2855;292;1500
1941;-774;-264
-477;2079;-593
1996;-1305;-17
-2466;464;322
954;-1424;905
392;983;-786
1920;-1312;-208
-1911;407;-67
45;-547;1057
675;441;-464
186;-1122;187
181;838;-1064
-1927;108;1490
1216;-411;12
-1224;942;37
2315;-368;-624
-3331;883;580
960;-1049;658
-1051;960;-307
1334;-1221;248
-715;554;-474
32;-1461;1008
543;266;-401
1051;-1302;-256
20;502;-570
-474;-782;578
-401;37;538
609;-1547;-582
333;954;-627
567;-1119;256
-933;253;553
1711;-1512;-371
-646;1305;-420
1515;-472;-508
-2219;321;1150
1393;152;-567
-190;-1371;243
347;1051;-1433
-417;-983;861
-813;581;475
1345;-1028;-977
-722;639;317
176;1160;-1145
-509;-1246;1988
68;-69;-1136
1349;-721;353
-324;790;-605
-424;543;684
855;-869;772
92;-465;-542
1689;999;-769
-1783;-924;1597
220;837;-277
1241;-1490;169
-513;250;-47
38;1360;-1062
682;-779;1504
-985;-289;150
1441;1146;-1073
-270;-1036;743
-1082;896;596
816;940;-751
622;-2194;810
-408;1169;-1434
4;1264;791
139;-1606;1056
-883;287;-430
1728;2638;-1587
-705;-1382;1288
-2103;-599;1005
1700;2142;-1417
1260;-1236;589
-3767;-95;28
233;1619;-207
1185;-1536;-585
192;-2150;127
59;1955;-1427
-610;958;201
66;-2487;977
217;1839;-1911
1651;2625;-931
-872;-2031;1584
-1789;-731;110
1583;1561;-1725
297;-1460;-115
-2068;-700;751
243;1384;-1350
926;-1203;-727
-2605;993;-361
474;2523;-1275
-1014;-1282;1265
-750;-1064;-1232
1065;441;-357
-714;1647;-588
-272;-2759;1158
-1051;1274;-403
1813;140;-882
-1284;1201;859
545;-1186;614
-548;666;612
1911;-868;-362
-881;1675;130
952;-1501;1132
-1577;105;930
1830;-1192;652
97;1447;-319
1457;-1661;1046
-1032;479;1612
1382;-654;231
181;1389;450
1237;106;-472
-2662;238;2693
123;990;-523
314;-1072;1389
670;1065;-1528
-680;-965;2109
-1210;846;-102
956;-1332;763
-600;1613;-785
597;-483;968
-2365;1073;437
913;-667;76
-47;-519;-625
100;584;-756
-279;-5;194
-1444;121;741
1436;288;-2113
658;-1097;408
-558;934;-1146
49;-634;427
-570;-170;-460
529;719;-1636
936;-525;130
-1698;-311;104
692;191;-856
376;-647;-376
-639;958;-482
529;655;-1024
188;-2032;1591
471;460;-2212
1381;615;-291
-706;-1486;978
-513;208;-598
1583;550;-120
-230;-1081;-88
1;1079;-530
998;178;486
-234;-1997;1268
650;925;-1295
1534;1775;-846
-112;-2370;2441
-2154;756;201
1333;2650;-1396
1159;-1307;793
-2422;1104;526
1268;1708;-152
55;-2248;611
-300;1310;-1993
643;227;396
-2543;-107;1137
814;129;-1544
1133;-156;3
-256;529;-1305
-870;-979;1061
-802;1523;-624
1769;-1444;-649
-1179;1127;-610
641;-284;334
-2002;1420;269
1715;-1761;-253
-502;1630;-1236
1165;-625;544
-1866;551;1196
250;-1448;379
1140;464;-547
-725;-392;519
103;3;946
-797;-692;892
1188;255;-588
-286;-267;775
-193;964;-249
-1205;-779;2007
833;262;-789
-686;-625;912
1093;641;-649
-1679;-1471;1923
137;-12;-99
510;-1500;619
1248;928;-1169
230;-1566;1122
-1104;142;564
1517;-740;-52
446;1210;-385
420;-845;631
-1828;492;552
906;-204;-474
693;130;-545
333;236;-838
-411;-324;778
-820;479;-68
1732;-234;-1095
-642;-445;103
-613;1120;-1137
-141;-983;961
-261;287;-554
1139;34;-1510
-230;-875;458
-567;995;-585
1631;-672;276
-866;-66;-1009
304;752;-1138
-463;-335;608
-1189;89;704
1278;716;-2108
594;-831;513
-1264;977;17
-175;1002;-448
823;-2141;1078
-856;827;-1462
1026;1916;-502
168;-1535;1674
-1718;-63;189
1396;1525;-1355
472;-916;435
-1787;119;1170
738;1000;-269
760;-1491;153
-1046;-1634;532
77;2074;-1105
425;-154;952
-414;-3139;1214
1718;2508;-1716
634;500;1
-1025;-3401;1737
-195;1500;-1704
2214;1120;-935
-795;-1847;363
-321;1628;-1285
559;-219;459
-861;-220;-722
1380;346;-989
-1604;1398;237
115;-1445;272
-699;1888;-125
2318;-186;-886
-2293;411;604
72;160;445
-1287;179;1545
1710;475;-1189
-1378;-660;1322
585;781;-142
-1041;-529;2108
741;-24;-180
142;-970;610
135;448;337
-94;-1225;1613
-597;49;849
2066;-759;-292
-442;305;869
199;-172;675
-1402;440;1550
1307;-84;-1322
131;-887;1111
-527;709;-659
-809;-507;1166
-452;257;-15
777;-224;-1289
585;-403;223
-805;387;-284
971;-337;208
-762;-607;-419
527;915;-1835
-337;-553;505
-1286;526;17
706;-13;-1250
1088;-890;-388
-1005;895;-756
427;813;-630
149;-2019;901
-93;227;-1595
1408;961;-1310
-275;-1117;1338
-1056;144;-675
1226;255;-803
241;-1002;80
-770;1075;-65
582;1559;-597
-338;-2333;1508
-1097;1050;-1270
887;1713;-140
30;-1764;1483
-1293;259;792
1762;2083;-1869
39;-1369;840
-1030;-1373;1461
220;1336;-610
1318;-513;217
-1113;-1100;97
-1040;2525;-11
748;892;-140
103;-2545;1217
212;-257;-826
425;2277;-1102
748;-798;1087
-1262;-1237;444
136;1874;-892
819;1263;-1649
-565;-1687;1115
-1177;517;-677
975;2367;-2001
646;-1086;-223
-3561;1624;-375
549;1052;-881
97;-1774;16
-253;1301;-1745
897;-973;310
-1763;453;-97
395;-1155;319
-530;1960;-1251
898;-1032;341
-1942;975;739
863;-318;-257
-1493;1283;38
1648;97;-862
-2607;1314;1311
1371;-730;611
-1600;134;579
3010;-357;-250
-2270;864;786
821;-779;1195
-1841;572;541
2772;-483;25
-1934;760;283
582;492;742
-1339;107;1204
1853;99;-101
272;-545;330
-67;727;-80
-131;-1005;1657
-374;489;68
1737;-1156;-32
-966;608;-70
-129;-106;533
-1500;-362;1003
1302;-141;-1436
78;-770;486
-1137;1087;-619
-208;-603;491
-308;180;-65
761;401;-1727
195;-859;596
-1304;463;-368
1017;-452;7
-669;-700;-409
316;459;-1544
47;-474;420
-1208;221;458
854;198;-1431
1303;-779;133
-1815;774;-539
421;890;-403
883;-1456;899
-465;190;-893
549;1223;-1698
-56;-1119;1718
-1264;397;-407
1681;666;-788
615;-717;175
-2252;466;472
14;2332;-812
820;-1962;1447
-633;1200;-1447
750;1860;-343
-759;-1424;1274
-1472;-637;906
1605;1645;-2060
479;-1207;492
-1204;-1377;1052
-236;1728;-347
2375;-20;-375
-381;-1547;343
-1356;2479;-98
204;1692;-371
273;-2789;1092
-714;859;-1460
921;1868;-250
53;-1754;525
-855;-1793;668
1051;2090;-2554
446;-95;-759
-1885;-867;982
-280;1664;-1541
1084;-666;150
-972;422;-1191
399;842;-905
-692;645;1346
162;-1126;-700
-1079;1118;131
1203;1895;-1305
-2073;-1272;1620
68;-84;-329
-825;616;27
1213;822;-826
-1559;-59;592
856;337;168
-1570;446;925
2017;284;-1261
-1104;717;204
1899;-438;141
-2454;1508;1090
1405;-910;-113
52;404;-985
-1349;-611;1146
350;902;366
-1342;392;700
2121;-690;-293
-2386;1154;-177
1085;-719;1184
-2197;964;549
2095;-2135;371
-1106;731;-219
875;-1363;459
-1892;831;591
673;-1271;601
1042;-264;-589
410;-17;-167
59;635;371
-941;-337;859
1318;-362;-700
-899;542;16
-76;704;-634
-1608;-153;1461
476;-211;-538
-1022;-395;325
745;1119;-1452
-1662;199;1368
473;-76;-179
-445;-549;-77
710;991;-1166
-116;-897;1090
-521;-270;42
1142;-1402;-171
-199;830;-490
496;-120;-515
-889;0;1313
173;240;-655
734;-1264;185
-442;610;-953
-203;195;35
-485;-1030;1125
570;-51;-1045
2021;-490;-133
-531;370;93
245;319;-241
-262;-1201;1059
26;536;-1699
667;-49;-357
-671;-115;888
-331;-172;-123
922;-264;-934
-463;-1054;545
-380;1412;-1146
513;-737;1042
-840;-1086;211
1095;1118;-1030
-214;-272;394
-1733;-657;1335
594;1450;-1576
1091;-978;285
-1589;-379;32
-103;1742;-569
1678;-1416;1105
-568;-2107;-32
1029;1400;-1255
-47;808;-16
-557;-3215;2314
-192;1439;-1679
1268;1012;17
-1387;-1403;1209
-1068;1285;618
1289;1273;-1376
149;-2089;676
-589;-260;577
335;2185;-787
348;-1800;582
-437;-1803;-853
707;2337;-1392
562;870;-639
-1510;-3353;1408
167;1331;-2667
757;-40;456
-1357;-176;-242
437;-588;143
-838;883;-406
1066;-308;-1233
-1585;1846;424
1048;310;-393
-1972;-78;868
1642;687;-1195
-1644;1355;229
225;-352;471
-2913;107;857
1661;44;-81
-1134;940;-125
951;-771;516
-1943;253;941
1384;-624;417
-869;1093;-178
1492;216;-382
-2200;945;1448
398;-268;69
-1155;664;308
2007;408;-994
-1951;97;1421
808;-1356;533
-1528;478;190
2693;-746;-793
-1216;661;332
846;-932;433
-1484;215;758
2817;-143;-951
-584;368;176
887;214;-315
-1043;-220;1503
1161;332;-1065
437;-396;94
189;555;-799
-743;-968;1249
-856;299;-366
1612;-748;-582
-550;609;9
-308;-29;-228
-597;-686;1339
1375;281;-1509
1247;-1000;-115
-786;1162;-217
-13;-376;802
-532;287;-254
913;-106;-1238
885;-610;-15
-1352;-7;834
193;586;-688
910;-1481;466
452;704;-1275
-391;410;-271
-418;-1110;1242
405;54;-1045
2051;550;-686
-836;-827;343
70;259;-87
727;164;-326
40;-2538;463
906;1151;-1929
624;1074;602
-95;-2318;1261
18;367;-1479
1907;1488;-369
-1231;-1403;880
-948;719;582
1664;895;-815
-1;-2752;979
-837;1758;-762
117;3188;178
746;-2646;1552
-1350;-259;-910
1673;2754;-1212
-171;-896;1166
-1813;-2575;1068
987;908;-1819
1343;41;-1056
-3619;-20;1096
815;2387;-1601
1220;-1460;338
-1049;-335;-1813
1226;912;-469
-624;912;926
838;-1077;-937
-372;1944;-538
572;678;-471
-2020;-1275;1216
241;59;-480
-226;-128;149
-354;781;-602
-928;-1640;1563
-714;617;-263
-270;-1702;628
670;1680;-997
-165;-1194;1332
-51;-79;-135
-1179;-432;966
2163;1502;-1158
-1359;-1152;1570
733;-407;468
-998;-837;1046
1774;1076;-1071
-681;-1383;917
-108;275;492
-616;-1291;862
842;1069;-1032
1359;-1210;153
-1238;448;540
325;-1370;510
-592;313;180
2051;240;-1079
-1043;-250;944
-327;93;75
265;-952;404
1244;263;-1227
-85;-657;190
-311;-190;99
784;-408;59
105;849;-636
1174;496;-1645
-1200;-895;1404
-554;459;-775
1162;-812;-4
522;573;-1274
293;351;-105
-101;-1073;785
-61;-200;-684
2023;975;-1034
-1330;-840;710
-401;104;-263
596;-682;-25
-355;-266;35
435;978;-1865
6;-498;1266
-1510;-563;832
675;981;-1466
2515;-266;196
-1710;-7;599
-601;970;-54
841;-827;6
-630;-575;190
281;1709;-1175
-369;-1182;1834
-1438;-799;418
1342;2133;-2022
688;-1056;1043
-2849;-1134;976
-247;1871;-709
2007;-569;247
-998;-1994;177
-316;1844;-645
533;951;798
510;-2676;533
580;1090;-825
758;2988;-1026
-466;-2144;1729
-323;655;-1242
2254;1808;-1973
-1040;-2414;1048
-1055;845;-552
1515;1166;-198
-1704;-467;33
162;967;-1891
-1197;1694;1079
140;-769;284
-231;-1865;-62
555;1756;-1033
627;-903;494
-1663;-93;781
1555;-1145;145
-1079;1387;-535
825;-1125;347
-1300;1182;177
915;-1995;1235
-801;53;-629
1748;-738;273
-961;1163;-112
970;-2081;1453
-766;132;133
1892;-787;-81
-421;1229;53
432;-584;618
-1549;152;1083
1438;-165;-469
157;604;-78
142;214;200
-768;-1304;1084
50;123;341
1573;-499;-888
-545;369;602
87;236;-489
-353;-1064;1874
407;566;-1871
1697;-404;324
-1838;757;-601
168;-369;445
-937;-197;82
1003;83;-1466
613;-690;-210
-1923;180;562
86;913;-689
1499;-1077;-283
25;23;-795
-267;738;-932
-70;-1200;1568
137;74;-1187
1223;69;-531
-920;-724;39
-230;135;178
-142;250;-101
297;-2138;693
406;722;-1911
493;-126;1255
-2000;-1007;1281
1179;537;-1767
1212;11;-175
-1393;-1848;1075
229;1091;-333
1554;363;-377
487;-2924;536
568;1401;-1416
291;2459;171
216;-2032;1352
-584;-122;-603
1149;2826;-1777
-970;-2109;1872
-1574;-110;324
2092;1892;-1433
1433;-1067;11
-2232;-1580;495
-298;1798;11
883;1046;-451
31;-2043;526
-747;247;-1002
-249;1318;248
231;-2007;-223
-606;-377;-564
614;2565;-2270
-962;-793;1006
-2501;-222;484
1281;1577;-2616
368;-368;708
-1211;-47;-788
4;-195;639
55;344;-671
325;-874;-764
-1314;2119;664
464;-208;-190
-2058;-325;1395
2013;1014;-2133
-607;1156;1024
831;475;98
-2159;-395;1583
1851;0;-587
-1739;936;487
709;-73;459
-2941;580;1320
1280;-963;374
-1912;1558;-244
1548;237;143
-2525;767;865
957;-798;782
-779;1308;-363
1950;-848;215
-1682;471;591
973;-1733;912
-421;837;-843
2072;-1170;36
-1444;1112;-184
950;-1481;918
-1747;584;-348
2085;-767;-365
-1052;1585;-772
787;-948;647
-2415;547;183
1847;-349;-652
-585;1880;-1003
643;-757;354
-2128;-112;647
1473;226;-531
-963;823;-673
1104;125;-277
-1624;-687;703
513;315;-195
346;-869;-336
592;537;-602
-538;-1315;1337
-530;197;-194
1372;-280;-511
84;1130;-146
-576;99;33
-887;-655;1253
545;308;-973
1643;-484;15
-577;40;328
-4;-311;310
-340;-790;883
670;829;-1920
814;-448;847
-2139;341;508
587;-149;-114
504;-296;-401
348;526;-284
-67;708;-478
-452;-1535;1801
71;350;-1674
1656;244;-285
-1087;-281;459
-175;-445;229
805;400;-1009
-158;-1682;812
155;1339;-1581
837;155;857
-786;-1511;761
-28;586;-1231
1352;1879;-1428
-919;-2711;2201
33;671;-1182
1481;1049;-688
-321;-1401;99
-1131;1302;214
1012;1748;-574
516;-2232;615
-711;889;-615
628;3017;-1100
245;-1870;1477
-709;-2342;-315
2178;2312;-1491
-57;-387;138
-1184;-3118;1969
686;1151;-1787
1149;1963;-790
-334;-2112;1022
-1213;1396;-501
1204;1323;-697
307;-2493;277
-932;1914;-1701
1246;794;436
-2427;-558;640
1435;455;-1154
-177;1255;238
-915;-960;802
-193;-1524;690
-428;1657;-602
1814;-1123;285
-2764;1079;818
974;-68;410
-1703;288;411
1635;782;-679
-1597;253;591
640;20;494
-922;-1170;892
877;560;-690
1084;-874;168
-778;198;856
